filename,samples,basename,quality,noni,tag,cmt,mark,rpk_cnt,hN,hS,hV,hU,mlS,mlV,mlU,h_nz_cnt,h_nz_len,h_nz_frac%,ml_nz_cnt,ml_nz_len,ml_nz_frac%,flags,recordingId,userId,notes
1019_117,127999,1631078.608,0,,,,,541,538,0,3,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc51585275bd7,6144c682bd0cc5acb7275368,Idealus
1019_118,127999,1631079.236,0,,,,,524,520,0,3,1,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc596cf275bd8,6144c682bd0cc5acb7275368,Idealus
1019_119,127999,1631069.85,0,,,,,517,514,0,3,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc559f8275c0f,6144c682bd0cc5acb7275368,Idealus
1019_12,127999,1631031.04,0,,,,,869,785,0,83,1,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc57154275bc0,6144c682bd0cc5acb7275368,idealus
1019_120,127999,1631080.484,0,,,,,559,556,0,3,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc57bf1275bda,6144c682bd0cc5acb7275368,Idealus
1019_121,127999,1631055.453,0,,,,,518,516,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc50b55275bfd,6144c682bd0cc5acb7275368,Idealus
1019_122,127999,1631069.221,0,,,,,523,521,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5d44b275c0e,6144c682bd0cc5acb7275368,Idealus
1019_123,127999,1631075.483,0,,,,,535,533,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5d8fa275bd5,6144c682bd0cc5acb7275368,Labai švarus
1019_124,127999,1631061.71,0,,,,,591,589,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc566ac275c08,6144c682bd0cc5acb7275368,Idealus
1019_125,127999,1631062.962,0,,,,,558,556,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5d74c275c0a,6144c682bd0cc5acb7275368,Idealus
1019_126,127999,1631072.976,0,,,,,565,563,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc50a23275c13,6144c682bd0cc5acb7275368,Idealus
1019_127,127999,1631064.84,0,,,,,586,584,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5b420275bd1,6144c682bd0cc5acb7275368,noise įdėjau
1019_128,127999,1631071.099,0,,,,,528,526,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5362a275c11,6144c682bd0cc5acb7275368,noise įdėjau
1019_129,127999,1631067.343,0,,,,,523,521,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc51a17275bcd,6144c682bd0cc5acb7275368,gera kokybė
1019_13,127999,1631035.423,0,,,,,919,839,0,80,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5ed86275bc7,6144c682bd0cc5acb7275368,idealus
1019_130,127999,1631086.728,0,,,,,529,527,1,1,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc59e28275c21,6144c682bd0cc5acb7275368,"ties 57000 šokinėja izolinija, kokybė gera"
1019_131,127999,1631084.231,0,,,,,522,520,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54c2a275c15,6144c682bd0cc5acb7275368,gera kokybė
1019_132,127999,1631081.108,0,,,,,541,540,0,1,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc536b7275bdb,6144c682bd0cc5acb7275368,gera kokybė
1019_133,127999,1631074.854,0,,,,,560,559,0,1,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5029b275bd6,6144c682bd0cc5acb7275368,idealus
1019_134,127999,1631082.981,0,,,,,538,537,0,1,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc51f25275bf3,6144c682bd0cc5acb7275368,su pabangavimais
1019_135,127999,1631082.356,0,,,,,507,507,0,0,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc55c2f275bea,6144c682bd0cc5acb7275368,idealus
1019_14,127999,1631034.798,0,,,,,929,850,0,79,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc508a3275bc6,6144c682bd0cc5acb7275368,idealus
1019_15,127999,1631015.999,0,,,,,662,584,0,78,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc51642275bb0,6144c682bd0cc5acb7275368,idealus
1019_16,127999,1631026.03,0,,,,,795,721,0,74,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56cda275bb8,6144c682bd0cc5acb7275368,idealus
1019_17,127999,1631015.373,0,,,,,686,613,0,73,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc589f4275ba7,6144c682bd0cc5acb7275368,idealus
1019_18,127999,1631029.161,0,,,,,757,685,0,72,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc50f06275bbd,6144c682bd0cc5acb7275368,idealus
1019_19,127999,1631027.91,0,,,,,824,752,0,72,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc52367275bbb,6144c682bd0cc5acb7275368,idealus
1019_2,127999,1631012.235,0,,,,,878,777,0,101,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc51a78275ba2,6144c682bd0cc5acb7275368,"Idealus, daug V"
1019_20,127999,1631016.625,0,,,,,646,579,0,67,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc55526275baa,6144c682bd0cc5acb7275368,idealus
1019_21,127999,1631037.93,0,,,,,857,790,0,67,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54649275bdd,6144c682bd0cc5acb7275368,idealus
1019_22,127999,1631024.779,0,,,,,867,801,0,66,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56e9e275bb5,6144c682bd0cc5acb7275368,idealus
1019_23,127999,1631022.27,0,,,,,794,729,0,65,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc584ae275bb1,6144c682bd0cc5acb7275368,idealus
1019_24,127999,1631049.818,0,,,,,765,700,0,65,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc53285275bf9,6144c682bd0cc5acb7275368,Beveik pastovus nedidelis EMG 
1019_25,127999,1631047.94,0,,,,,766,704,0,62,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54862275bf6,6144c682bd0cc5acb7275368,Kartais išlenda pastebimi raumenų triukšmai
1019_26,127999,1631011.609,0,,,,,726,666,0,60,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING,PSEUDO_ANNOTATED",6145fd96bd0cc507c6275ba0,6144c682bd0cc5acb7275368,idealus
1019_27,127999,1631093.618,0,,,,,1048,989,0,59,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc533c1275c1e,6144c682bd0cc5acb7275368,idealus
1019_28,127999,1631038.555,0,,,,,804,745,0,59,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc57e2f275bde,6144c682bd0cc5acb7275368,vienas triukšmo epizodas
1019_29,127999,1631050.443,0,,,,,745,687,0,58,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc59dae275bfa,6144c682bd0cc5acb7275368,idealus
1019_3,127999,1631032.919,0,,,,,962,862,0,100,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc554c8275bc3,6144c682bd0cc5acb7275368,idealus
1019_30,127999,1631021.644,0,,,,,797,740,0,57,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5813c275bb7,6144c682bd0cc5acb7275368,idealus
1019_31,127999,1631025.404,0,,,,,816,760,0,56,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5b1a7275bb6,6144c682bd0cc5acb7275368,idealus
1019_32,127999,1631094.243,0,,,,,811,755,1,55,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc53d92275c1d,6144c682bd0cc5acb7275368,idealus
1019_33,127999,1631040.432,0,,,,,684,630,0,54,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5c686275be1,6144c682bd0cc5acb7275368,idealus
1019_34,127999,1631028.536,0,,,,,756,703,1,52,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc50e21275bbc,6144c682bd0cc5acb7275368,idealus
1019_35,127999,1631034.173,0,,,,,1026,973,0,53,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56c9a275bc5,6144c682bd0cc5acb7275368,idealus
1019_36,127999,1631091.739,1,,,,,876,824,0,52,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc52d99275c23,6144c682bd0cc5acb7275368,truputis triukšmo
1019_37,127999,1631039.807,0,,,,,677,625,0,52,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc57934275be0,6144c682bd0cc5acb7275368,
1019_38,127999,1631042.309,0,,,,,720,668,0,52,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc55e2b275bed,6144c682bd0cc5acb7275368,idealus
1019_39,127999,1631042.935,1,,,,,792,740,0,52,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5cd32275bee,6144c682bd0cc5acb7275368,truputis triukšmo
1019_4,127999,1631012.861,0,,,,,844,745,0,99,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc5444a275ba4,6144c682bd0cc5acb7275368,idealus
1019_40,127999,1631027.284,0,,,,,742,691,0,51,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54b03275bba,6144c682bd0cc5acb7275368,
1019_41,127999,1631009.724,1,,,,,821,772,0,49,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING,PSEUDO_ANNOTATED",6145b2c8bd0cc52c0b275949,6144c682bd0cc5acb7275368,truputis triukšmo
1019_42,127999,1631017.254,0,,,,,639,590,0,49,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc53c81275ba9,6144c682bd0cc5acb7275368,idealus
1019_43,127999,1631091.114,1,,,,,967,919,1,47,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc5e4e2275c22,6144c682bd0cc5acb7275368,truputis triukšmo
1019_44,127999,1631014.743,0,,,,,719,674,0,45,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc517d3275ba6,6144c682bd0cc5acb7275368,idealus
1019_45,127999,1631046.686,0,,,,,657,612,0,45,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc57b2e275bf4,6144c682bd0cc5acb7275368,idealus
1019_46,127999,1631019.136,1,,,,,785,741,0,44,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54b73275bac,6144c682bd0cc5acb7275368,truputis triukšmo
1019_47,127999,1631039.181,0,,,,,656,613,0,43,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc58397275bdf,6144c682bd0cc5acb7275368,idealus
1019_48,127999,1631021.018,0,,,,,659,617,0,42,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54c66275bab,6144c682bd0cc5acb7275368,idealus
1019_49,127999,1631017.88,1,,,,,677,635,0,42,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5262c275ba8,6144c682bd0cc5acb7275368,truputis triukšmo
1019_5,127999,1631032.294,0,,,,,812,716,0,96,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5d48a275bc2,6144c682bd0cc5acb7275368,idealus
1019_50,127999,1631047.315,0,,,,,684,643,0,41,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc572d1275bf5,6144c682bd0cc5acb7275368,idealus
1019_51,127999,1631031.665,0,,,,,736,695,0,41,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54cf8275bc1,6144c682bd0cc5acb7275368,idealus
1019_52,127999,1631041.684,1,,,,,665,624,0,41,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc555f8275bec,6144c682bd0cc5acb7275368,truputis triukšmo
1019_53,127999,1631018.506,0,,,,,685,645,0,40,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc551a0275bad,6144c682bd0cc5acb7275368,idealus
1019_54,127999,1631089.859,1,,,,*,929,892,0,37,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING,PSEUDO_ANNOTATED",6145b2c8bd0cc5e30f275948,6144c682bd0cc5acb7275368,truputis triukšmo
1019_55,127999,1631033.544,0,,,,,994,957,0,37,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc53643275bc4,6144c682bd0cc5acb7275368,idealus
1019_56,127999,1631043.56,0,,,,,706,671,0,35,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5cd57275bef,6144c682bd0cc5acb7275368,idealus
1019_57,127999,1631089.235,0,,,,,918,884,0,34,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54bed275c1c,6144c682bd0cc5acb7275368,idealus
1019_58,127999,1631092.993,0,,,,,783,750,0,33,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc50b3c275c1f,6144c682bd0cc5acb7275368,yra raumeninių triukšmų
1019_59,127999,1631026.659,0,,,,,709,676,0,33,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc55084275bb9,6144c682bd0cc5acb7275368,idealus
1019_6,127999,1631037.304,0,,,,,904,813,0,91,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5470b275bca,6144c682bd0cc5acb7275368,idealus
1019_60,127999,1631092.364,0,,,,,790,757,0,33,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5401d275c20,6144c682bd0cc5acb7275368,idealus
1019_61,127999,1631090.485,0,,,,,823,791,0,32,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54492275c24,6144c682bd0cc5acb7275368,idealus
1019_62,127999,1631022.899,0,,,,,674,643,0,31,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56e91275bb2,6144c682bd0cc5acb7275368,idealus
1019_63,127999,1631010.352,0,,,,,695,665,0,30,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6146004abd0cc5887d275c5a,6144c682bd0cc5acb7275368,yra raumeninių triukšmų
1019_64,127999,1631044.811,0,,,,,674,644,0,30,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc582f5275bf1,6144c682bd0cc5acb7275368,idealus
1019_65,127999,1631010.979,0,,,,,705,676,0,29,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc563f3275ba1,6144c682bd0cc5acb7275368,idealus
1019_66,127999,1631046.061,0,,,,,657,628,0,29,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc52896275bfb,6144c682bd0cc5acb7275368,idealus
1019_67,127999,1631020.387,0,,,,,610,583,0,27,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5c92d275bae,6144c682bd0cc5acb7275368,yra V dupletas
1019_68,127999,1631088.606,0,,,,,764,737,0,27,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5f828275c1b,6144c682bd0cc5acb7275368,idealus
1019_69,127999,1631023.524,0,,,,,729,703,0,26,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56084275bb3,6144c682bd0cc5acb7275368,noise įdėjau
1019_7,127999,1631014.117,0,,,,,779,689,0,90,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc59992275ba5,6144c682bd0cc5acb7275368,idealus
1019_70,127999,1631045.436,0,,,,,657,632,0,25,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc57a74275bf2,6144c682bd0cc5acb7275368,idealus
1019_71,127999,1631048.565,0,,,,,714,692,0,22,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5bde5275bf7,6144c682bd0cc5acb7275368,Dažnai pasirodo nestiprus EMG
1019_72,127999,1631019.761,0,,,,,744,723,0,21,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc585d6275baf,6144c682bd0cc5acb7275368,noise įdėjau
1019_73,127999,1631049.194,0,,,,,664,644,0,20,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5606d275bf8,6144c682bd0cc5acb7275368,idealus
1019_74,127999,1631087.981,0,,,,,777,760,0,17,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",6145fd97bd0cc5f76d275c1a,6144c682bd0cc5acb7275368,idealus
1019_75,127999,1631057.331,0,,,,,614,599,0,15,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5152f275c00,6144c682bd0cc5acb7275368,"nuo 92000 triukšmas, geras"
1019_76,127999,1631059.208,0,,,,,537,524,0,13,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc59a22275c0d,6144c682bd0cc5acb7275368,idealus
1019_77,63999,1631094.872,0,,,,,417,404,0,13,0,0,0,0,0,0,0,0,0,0,"EXTERNALLY_ANNOTATED,FOR_EXTERNAL_ANNOTATING",61460048bd0cc58333275c58,6144c682bd0cc5acb7275368,idealus
1019_78,127999,1631059.832,0,,,,,538,526,0,12,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc55db2275c05,6144c682bd0cc5acb7275368,idealus
1019_79,127999,1631041.058,0,,,,,607,595,0,12,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc51efc275be2,6144c682bd0cc5acb7275368,idealus
1019_8,127999,1631036.678,0,,,,,954,865,0,89,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc533d6275bc9,6144c682bd0cc5acb7275368,idealus
1019_80,127999,1631044.186,0,,,,,651,639,0,12,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54aa6275bf0,6144c682bd0cc5acb7275368,idealus
1019_81,127999,1631087.357,0,,,,,662,651,0,11,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc55a8d275c19,6144c682bd0cc5acb7275368,idealus
1019_82,127999,1631067.972,0,,,,,570,559,0,11,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc53694275c0c,6144c682bd0cc5acb7275368,idealus
1019_83,127999,1631056.078,0,,,,,527,516,0,11,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5b203275bfe,6144c682bd0cc5acb7275368,idealus
1019_84,127999,1631058.584,0,,,,,522,512,0,10,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc586de275c02,6144c682bd0cc5acb7275368,idealus
1019_85,127999,1631051.696,0,,,,,553,543,0,10,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc58e1f275c04,6144c682bd0cc5acb7275368,idealus
1019_86,127999,1631061.085,0,,,,,554,545,0,9,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5a675275c07,6144c682bd0cc5acb7275368,idealus
1019_87,127999,1631064.216,0,,,,,549,540,0,9,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc580f2275bd2,6144c682bd0cc5acb7275368,idealus
1019_88,127999,1631072.351,0,,,,,559,552,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5dc8a275c12,6144c682bd0cc5acb7275368,idealus
1019_89,127999,1631065.465,0,,,,,535,528,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc52a6f275bd0,6144c682bd0cc5acb7275368,idealus
1019_9,127999,1631029.786,0,,,,,792,704,0,88,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5f07a275bbe,6144c682bd0cc5acb7275368,49400 - neaiški vieta
1019_90,127999,1631073.604,0,,,,,571,564,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc50387275be8,6144c682bd0cc5acb7275368,idealus
1019_91,127999,1631071.727,0,,,,,627,621,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56261275be7,6144c682bd0cc5acb7275368,idealus
1019_92,127999,1631056.707,0,,,,,542,536,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5b623275bff,6144c682bd0cc5acb7275368,idealus
1019_93,127999,1631057.956,0,,,,,540,535,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56f10275c01,6144c682bd0cc5acb7275368,idealus
1019_94,127999,1631076.107,0,,,,,576,571,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc56a40275bcb,6144c682bd0cc5acb7275368,idealus
1019_95,127999,1631066.094,0,,,,,514,509,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5203c275bcf,6144c682bd0cc5acb7275368,"Yra triukšmelis ties 9800. Neaiškumai su V ties 49000 ir 50800, 75400"
1019_96,127999,1631084.855,0,,,,,581,576,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc5bbea275c16,6144c682bd0cc5acb7275368,Yra noise nedaug
1019_97,127999,1631079.86,0,,,,,533,529,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54c51275bd9,6144c682bd0cc5acb7275368,"Švarus, išskyrus pora trumpų epizodų su staigiu BW"
1019_98,127999,1631083.606,0,,,,,553,549,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc54888275beb,6144c682bd0cc5acb7275368,idealus
1019_99,127999,1631053.575,0,,,,,523,519,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,6145fd97bd0cc52dbc275be3,6144c682bd0cc5acb7275368,idealus
1020_0,127999,1632121.089,0,,3333,,**,659,658,0,1,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,614dc4f24bac1ce3bc017af5,614dbeaf4bac1cd48d017ae8,idealus
1020_1,127999,1632123.567,0,,3333,,**,617,616,0,1,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,614dc4f24bac1ca4d1017b01,614dbeaf4bac1cd48d017ae8,"Kokybė 7-8, yra keletas ryškesnių EMG epizodų"
1020_2,127999,1632121.708,0,,,,,654,654,0,0,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,614dc4f24bac1c3320017af6,614dbeaf4bac1cd48d017ae8,geras
1021_0,127999,1632133.116,0,,3333,,**,663,663,0,0,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,614dc5ab4bac1c84dc017c09,614dbef54bac1c62ae017aea,"Izolinija vaikšto pastebimai, nors gana tolygiai, kartais išlenda raumenų triukšmai"
1022_0,127999,1632342.032,0,,,,,704,704,0,0,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,614dc6594bac1ce28b017d38,614dbf504bac1c5155017aec,su pabangavimais Kažkieno sužymėta? Aš taip nežymėčiau.
